Title,Release Year,Duration,Director,Actor 1,Actor 2,Genre
Kalifornia,1993,117 min.,Dominic Sena,Brad Pitt,Juliette Lewis,Crime
New Jack City,1991,97 min.,Mario Van Peebles,Wesley Snipes,Mario Van Peebles,Crime Drama
All Is Lost,2013,106 min.,J.C. Chandor,Robert Redford,,Adventure Drama
Lagaan: Once Upon a Time In India,2001,224 min.,Ashutosh Gowariker,Gracy Singh,Rachel Shelley,Bollywood
Tarzan,1999,88 min.,Chris Buck,Tony Goldwyn,Glenn Close,Adventure
George Washington,2000,89 min.,David Gordon Green,Paul Schneider,Candace Evanofski,Americana
Fat City,1972,100 min.,John Huston,Stacy Keach,Jeff Bridges,Drama
Torso,1973,92 min.,Sergio Martino,Tina Aumont,John Richardson,Crime Thriller
Jane Eyre,1943,97 min.,Robert Stevenson,Orson Welles,Joan Fontaine,Based-on-19th-Century-Literature
Chicago,2002,113 min.,Rob Marshall,Catherine Zeta-Jones,Renée Zellweger,Based-on-Theatre
Little Women,1933,115 min.,George Cukor,Katharine Hepburn,Joan Bennett,Based-on-19th-Century-Literature
The Matrix Revolutions,2003,129 min.,The Wachowskis,Carrie-Anne Moss,Laurence Fishburne,Action
Master of the Flying Guillotine,1976,81 min.,Yu Wang,Jimmy Wang Yu,Kang Chin,Action
The Night Stalker,1972,74 min.,John Llewellyn Moxey,Darren McGavin,Simon Oakland,Based-on-20th-Century-Literature
Blackmail,1929,84 min.,Alfred Hitchcock,Anny Ondra,John Longden,Based-on-Theatre
"Kill Baby, Kill",1966,85 min.,Mario Bava,Erica Blanc,Giacomo Rossi-Stuart,Costume Horror
The Princess and the Frog,2009,97 min.,"Ron Clements, John Musker",Anika Noni Rose,Oprah Winfrey,Adventure
Black Girl,1966,65 min.,Ousmane Sembène,Mbissine Thérèse Diop,Anne-Marie Jelinek,Drama
Killer Klowns from Outer Space,1988,88 min.,Stephen Chiodo,Suzanne Snyder,Royal Dano,Alien Invasion Films
Stir of Echoes,1999,99 min.,David Koepp,Kevin Bacon,Kevin Dunn,Based-on-20th-Century-Literature
3 Godfathers,1948,106 min.,John Ford,John Wayne,Ward Bond,Drama
I Heart Huckabees,2004,106 min.,David O. Russell,Dustin Hoffman,Jude Law,Absurd Comedy
The House by the Cemetery,1981,87 min.,Lucio Fulci,Catriona MacColl,Paolo Malco,Foreign Language Film
Barbarian,2022,102 min.,Zach Cregger,Georgina Campbell,Bill Skarsgård,Black Comedy
The Way of the Gun,2000,119 min.,Christopher McQuarrie,Ryan Phillippe,Benicio Del Toro,Action Thriller
A Passage to India,1984,163 min.,David Lean,Judy Davis,James Fox,Courtroom Drama
Side Effects,2013,106 min.,Steven Soderbergh,Jude Law,Rooney Mara,Courtroom Drama
Little Women,1994,115 min.,Gillian Armstrong,Winona Ryder,Gabriel Byrne,Based-on-19th-Century-Literature
State and Main,2000,105 min.,David Mamet,Alec Baldwin,Charles Durning,Americana
Road to Morocco,1942,82 min.,David Butler,Bing Crosby,Bob Hope,Adventure
Chocolat,2000,121 min.,Lasse Hallström,Juliette Binoche,Lena Olin,Comedy Drama
Cat Ballou,1965,97 min.,Elliot Silverstein,Lee Marvin,Stubby Kaye,Comedy Western
Bullet in the Head,1990,136 min.,John Woo,Tony Leung Chiu Wai,Jacky Cheung,Action Thriller
"Honey, I Shrunk the Kids",1989,93 min.,Joe Johnston,Rick Moranis,Matt Frewer,Adventure
Crossfire,1947,86 min.,Edward Dmytryk,Robert Mitchum,Robert Young,Crime
Star Trek: Generations,1994,118 min.,David Carson,Patrick Stewart,Jonathan Frakes,Action
Green Street Hooligans,2005,109 min.,Lexi Alexander,Elijah Wood,Charlie Hunnam,Drama
The Hurricane,1999,145 min.,Norman Jewison,John Hannah,Denzel Washington,Biopic
Cria Cuervos,1976,110 min.,Carlos Saura,Ana Torrent,Geraldine Chaplin,Childhood Drama
Let Sleeping Corpses Lie,1974,93 min.,Jorge Grau,Cristina Galbó,Ray Lovelock,Horror
Love in the Afternoon,1957,130 min.,Billy Wilder,Maurice Chevalier,John McGiver,Comedy
Che: Part One,2008,134 min.,Steven Soderbergh,Benicio Del Toro,Franka Potente,Based-on-a-True-Story
The Snake Pit,1948,108 min.,Anatole Litvak,Olivia de Havilland,Mark Stevens,Drama
Friday the 13th Part II,1981,87 min.,Steve Miner,Amy Steel,John Furey,Horror
Hot Rod,2007,88 min.,Akiva Schaffer,Andy Samberg,Jorma Taccone,Absurd Comedy
Demon Knight,1995,92 min.,Ernest R. Dickerson,John Kassir,Billy Zane,Based-on-Comics
Going My Way,1944,135 min.,Leo McCarey,Bing Crosby,Rise Stevens,Comedy Drama
"Girl, Interrupted",1999,127 min.,James Mangold,Winona Ryder,Angelina Jolie,Coming-of-Age
Crocodile Dundee,1986,98 min.,Peter Faiman,Paul Hogan,Linda Kozlowski,Adventure Comedy
Brian's Song,1971,73 min.,Buzz Kulik,James Caan,Billy Dee Williams,Based-on-a-True-Story
The Prince of Egypt,1998,99 min.,"Brenda Chapman, Steve Hickner, Simon Wells",Sandra Bullock,Ralph Fiennes,Adventure Drama
Cleopatra,1963,192 min.,Joseph L. Mankiewicz,Elizabeth Taylor,Richard Burton,Costume Romance
Capricorn One,1978,123 min.,Peter Hyams,Elliott Gould,James Brolin,Ensemble Film
Tyrannosaur,2011,91 min.,Paddy Considine,Peter Mullan,Olivia Colman,Drama
The Buddy Holly Story,1978,113 min.,Steve Rash,Fred Travalena,Dick O'Neill,Based-on-a-True-Story
Man of the West,1958,100 min.,Anthony Mann,Gary Cooper,Julie London,Western
Quills,2000,124 min.,Philip Kaufman,Kate Winslet,Billie Whitelaw,Based-on-a-True-Story
The Little Girl Who Lives Down the Lane,1976,91 min.,Nicolas Gessner,Martin Sheen,Scott Jacoby,Psychological Thriller
Wheels on Meals,1984,100 min.,Sammo Hung,Lola Forner,Sammo Hung,Action Comedy
The Blue Dahlia,1946,96 min.,George Marshall,Alan Ladd,Veronica Lake,Crime Drama
Wallace & Gromit: The Curse of the Were-Rabbit,2005,85 min.,"Steve Box, Nick Park",Peter Sallis,Ralph Fiennes,Animation
The Rescuers,1977,78 min.,John Lounsbery,Bob Newhart,Eva Gabor,Adventure
Joe Kidd,1972,88 min.,John Sturges,Clint Eastwood,Stella Garcia,Revisionist Western
Saved!,2004,92 min.,Brian Dannelly,Jena Malone,Macaulay Culkin,Comedy
Crash,1996,100 min.,David Cronenberg,James Spader,Holly Hunter,Based-on-20th-Century-Literature
The Cooler,2003,101 min.,Wayne Kramer,William H. Macy,Maria Bello,Drama
Perfume: The Story of a Murderer,2006,147 min.,Tom Tykwer,Ben Whishaw,Alan Rickman,Period Film
8 Mile,2002,110 min.,Curtis Hanson,Eminem,Kim Basinger,Drama
Dolores Claiborne,1995,132 min.,Taylor Hackford,Kathy Bates,Jennifer Jason Leigh,Based-on-20th-Century-Literature
The Sand Pebbles,1966,182 min.,Robert Wise,Steve McQueen,Richard Attenborough,Adventure
Bugsy,1991,149 min.,Barry Levinson,Annette Bening,Elliott Gould,Based-on-a-True-Story
Mr. Mom,1983,91 min.,Stan Dragoti,Michael Keaton,Teri Garr,Comedy
The Amazing Spider-Man,2012,136 min.,Marc Webb,Andrew Garfield,Emma Stone,Action
Free Solo,2018,97 min.,"Jimmy Chin, Elizabeth Chai Vasarhelyi",Alex Honnold,,Biography
They Died With Their Boots On,1941,140 min.,Raoul Walsh,Errol Flynn,Olivia de Havilland,Based-on-a-True-Story
All of Me,1984,93 min.,Carl Reiner,Steve Martin,Lily Tomlin,Comedy
Barcelona,1994,101 min.,Whit Stillman,Taylor Nichols,Chris Eigeman,Comedy Drama
The Adjustment Bureau,2011,106 min.,George Nolfi,Matt Damon,Emily Blunt,Based-on-20th-Century-Literature
Cruising,1980,102 min.,William Friedkin,Al Pacino,Paul Sorvino,Based-on-20th-Century-Literature
The Ruling Class,1972,154 min.,Peter Medak,Arthur Lowe,Harry Andrews,Black Comedy
Waitress,2007,108 min.,Adrienne Shelly,Keri Russell,Nathan Fillion,Comedy Drama
Von Ryan's Express,1965,117 min.,Mark Robson,Frank Sinatra,Trevor Howard,Action
The Mechanic,1972,100 min.,Michael Winner,Charles Bronson,Keenan Wynn,Crime Thriller
The World's Fastest Indian,2005,127 min.,Roger Donaldson,Anthony Hopkins,Diane Ladd,Adventure Drama
Bill & Ted's Bogus Journey,1991,93 min.,Peter Hewitt,Keanu Reeves,Alex Winter,Buddy Film
Prey,2022,99 min.,Dan Trachtenberg,Amber Midthunder,Dane DiLiegro,Action
Heaven's Gate,1980,149 min.,Michael Cimino,Kris Kristofferson,Isabelle Huppert,Based-on-a-True-Story
Veronika Voss,1982,104 min.,Rainer Werner Fassbinder,Annemarie Düringer,Cornelia Froboess,Drama
Brawl in Cell Block 99,2017,132 min.,S. Craig Zahler,Vince Vaughn,Jennifer Carpenter,Crime Thriller
The Joy Luck Club,1993,139 min.,Wayne Wang,France Nuyen,Lauren Tom,Drama
Return to Oz,1985,113 min.,Walter Murch,Nicol Williamson,Fairuza Balk,Adventure
Basket Case,1982,91 min.,Frank Henenlotter,Kevin Van Hentenryck,Terri Susan Smith,Black Comedy
Panic Room,2002,112 min.,David Fincher,Jodie Foster,Dwight Yoakam,Crime Thriller
Phantasm II,1988,97 min.,Don Coscarelli,James LeGros,Reggie Bannister,Horror
Harper,1966,121 min.,Jack Smight,Paul Newman,Lauren Bacall,Crime Drama
"Rudolph, the Red-Nosed Reindeer",1964,47 min.,"Kizo Nagashima, Larry Roemer",Paul Soles,Larry D. Mann,Adventure
Places in the Heart,1984,112 min.,Robert Benton,Sally Field,Lindsay Crouse,Americana
Bad Santa,2003,91 min.,Terry Zwigoff,Billy Bob Thornton,Tony Cox,Black Comedy
A Beautiful Day in the Neighborhood,2019,107 min.,Marielle Heller,Tom Hanks,Matthew Rhys,Based-on-a-True-Story
A Patch of Blue,1965,105 min.,Guy Green,Sidney Poitier,Shelley Winters,Drama
Don't Breathe,2016,88 min.,Fede Alvarez,Jane Levy,Dylan Minnette,Home Invasion Film
"Love, Simon",2018,110 min.,Greg Berlanti,Nick Robinson,Josh Duhamel,Based-on-21st-Century-Literature
Dope,2015,115 min.,Rick Famuyiwa,Zoe Kravitz,Forest Whitaker,Comedy Drama
Christmas in July,1940,67 min.,Preston Sturges,Dick Powell,Ellen Drew,Comedy
Wizards,1977,80 min.,Ralph Bakshi,Barbara Sloane,Steve Gravers,Action
Blast of Silence,1961,77 min.,Allen Baron,Allen Baron,Molly McCarthy,Crime Thriller
La Vie en Rose,2007,140 min.,Olivier Dahan,Marion Cotillard,Sylvie Testud,Based-on-a-True-Story
Wristcutters: A Love Story,2006,88 min.,Goran Dukic,Patrick Fugit,Shannyn Sossamon,Black Comedy
Goon,2011,92 min.,Michael Dowse,Seann William Scott,Jay Baruchel,Comedy
The Hobbit: The Desolation of Smaug,2013,161 min.,Peter Jackson,Martin Freeman,Ian McKellen,Adventure
Closer,2004,104 min.,Mike Nichols,Julia Roberts,Jude Law,Based-on-Theatre
Wolfwalkers,2020,100 min.,"Tomm Moore, Ross Stewart",Sean Bean,Honor Kneafsey,Adventure
Game of Death,1978,100 min.,"Robert Clouse, Bruce Lee",Bruce Lee,Dean Jagger,Action Thriller
42,2013,128 min.,Brian Helgeland,Chadwick Boseman,Harrison Ford,Based-on-a-True-Story
Maniac,1980,87 min.,William Lustig,Joe Spinell,Caroline Munro,Exploitation Film
The Tale of Zatoichi,1962,96 min.,Kenji Misumi,Shintarô Katsu,Masayo Banri,Action
Macbeth,1948,107 min.,Orson Welles,Orson Welles,Jeanette Nolan,Based-on-Shakespeare
Licence to Kill,1989,133 min.,John Glen,Timothy Dalton,Carey Lowell,Action Thriller
Ghost,1990,128 min.,Jerry Zucker,Patrick Swayze,Demi Moore,Drama
The Amityville Horror,1979,117 min.,Stuart Rosenberg,James Brolin,Margot Kidder,Ghost Film
World's Greatest Dad,2009,99 min.,Bobcat Goldthwait,Robin Williams,Alexie Gilmore,Black Comedy
Sherlock Holmes: A Game of Shadows,2011,128 min.,Guy Ritchie,Robert Downey Jr.,Jude Law,Action
Liberty for Us,1931,104 min.,René Clair,Henri Marchand,Raymond Cordy,Comedy
The War of the Roses,1989,116 min.,Danny DeVito,Michael Douglas,Kathleen Turner,Black Comedy
Kanal,1957,91 min.,Andrzej Wajda,Teresa Izewska,Tadeusz Janczar,Drama
The Gauntlet,1977,109 min.,Clint Eastwood,William Prince,Clint Eastwood,Action Thriller
"Oslo, August 31st",2011,95 min.,Joachim Trier,Anders Danielsen Lie,Anders Borchgrevink,Based-on-20th-Century-Literature
Lucas,1986,100 min.,David Seltzer,Corey Haim,Kerri Green,Comedy Drama
Heist,2001,109 min.,David Mamet,Danny DeVito,Delroy Lindo,Caper
Of Mice and Men,1992,115 min.,Gary Sinise,John Malkovich,Ray Walston,Americana
La Ronde,1950,97 min.,Max Ophüls,Anton Walbrook,Simone Simon,Comedy of Manners
The Trip,2010,107 min.,Michael Winterbottom,Steve Coogan,Rob Brydon,Based-on-Television
Society,1989,99 min.,Brian Yuzna,Billy Warlock,Evan Richards,Black Comedy
Ballad of Narayama,1983,130 min.,Shôhei Imamura,Mitsuko Baisho,Ken Ogata,Drama
Fallen,1998,123 min.,Gregory Hoblit,Denzel Washington,Embeth Davidtz,Detective Film
Pink Flamingos,1972,93 min.,John Waters,Divine,David Lochary,Comedy
The Fury,1978,118 min.,Brian De Palma,Kirk Douglas,John Cassavetes,Horror
Mean Creek,2004,90 min.,Jacob Aaron Estes,Scott Mechlowicz,Trevor Morgan,Coming-of-Age
"The Chronicles of Narnia: The Lion, the Witch, and the Wardrobe",2005,143 min.,Andrew Adamson,Georgie Henley,Skandar Keynes,Adventure
The Negotiator,1998,139 min.,F. Gary Gray,Samuel L. Jackson,Kevin Spacey,Action Thriller
Second Breath,1966,150 min.,Jean-Pierre Melville,Lino Ventura,Paul Meurisse,Caper
Twentieth Century,1934,91 min.,Howard Hawks,John Barrymore,Carole Lombard,Comedy
We're No Angels,1955,106 min.,Michael Curtiz,Humphrey Bogart,Aldo Ray,Based-on-Theatre
Fresh,1994,114 min.,Boaz Yakin,Sean Nelson,F. Murray Abraham,Childhood Drama
The Gift,2015,108 min.,Joel Edgerton,Jason Bateman,Rebecca Hall,Paranoid Thriller
The Last Dragon,1985,109 min.,Michael Schultz,Taimak,Vanity,Action Comedy
Bend of the River,1952,91 min.,Anthony Mann,James Stewart,Arthur Kennedy,Western
The Cannonball Run,1981,95 min.,Hal Needham,Burt Reynolds,Roger Moore,Action Comedy
Pirate Radio,2009,116 min.,Richard Curtis,Bill Nighy,Kenneth Branagh,Comedy
The Naked Prey,1965,96 min.,Cornel Wilde,Cornel Wilde,Ken Gampu,Adventure Drama
Betty Blue,1986,185 min.,Jean-Jacques Beineix,Béatrice Dalle,Gérard Darmon,Drama
Young Adult,2011,94 min.,Jason Reitman,Charlize Theron,Patrick Wilson,Black Comedy
Stephen King's The Stand,1994,366 min.,Mick Garris,Gary Sinise,Jamey Sheridan,Based-on-20th-Century-Literature
Gertrud,1964,119 min.,Carl Theodor Dreyer,Nina Pens Rode,Bendt Rothe,Drama
Brave,2012,93 min.,"Mark Andrews, Brenda Chapman",Kelly MacDonald,Emma Thompson,Adventure Comedy
When Marnie Was There,2014,103 min.,Hiromasa Yonebayashi,Sara Takatsuki,Kasumi Arimura,Animation
The Fast and the Furious,2001,106 min.,Rob Cohen,Paul Walker,Vin Diesel,Action
Life Is Sweet,1990,103 min.,Mike Leigh,Alison Steadman,Jim Broadbent,Comedy Drama
Changeling,2008,141 min.,Clint Eastwood,Angelina Jolie,John Malkovich,Based-on-a-True-Story
"Batman: The Dark Knight Returns, Part 2",2013,78 min.,Jay Oliva,Peter Weller,Ariel Winter,Action
Walk Hard: The Dewey Cox Story,2007,96 min.,Jake Kasdan,Jenna Fischer,Tim Meadows,Comedy
The Life and Times of Judge Roy Bean,1972,120 min.,John Huston,Paul Newman,Anthony Perkins,Based-on-a-True-Story
The Mummy,1959,88 min.,Terence Fisher,Peter Cushing,Christopher Lee,Costume Horror
Stand and Deliver,1988,102 min.,Ramón Menéndez,Lou Diamond Phillips,Rosanna de Soto,Based-on-a-True-Story
The Firemen's Ball,1967,71 min.,Milos Forman,Jan Vostrcil,Josef Sebánek,Black Comedy
Kicking and Screaming,1995,96 min.,Noah Baumbach,Josh Hamilton,Chris Eigeman,Comedy Drama
The Wedding Banquet,1993,106 min.,Ang Lee,Sihung Lung,Mitchell Lichtenstein,Comedy Drama
The Furies,1950,109 min.,Anthony Mann,Barbara Stanwyck,Gilbert Roland,Drama
Shadowlands,1993,131 min.,Richard Attenborough,Debra Winger,Edward Hardwicke,Based-on-a-True-Story
A Page of Madness,1926,78 min.,Teinosuke Kinugasa,Masuo Inoue,Yoshie Nakagawa,Avant-garde / Experimental
The Informer,1935,91 min.,John Ford,Victor McLaglen,Heather Angel,Drama
Way Down East,1920,145 min.,D.W. Griffith,Lillian Gish,Richard Barthelmess,Drama
Ossessione,1943,140 min.,Luchino Visconti,Clara Calamai,Massimo Girotti,Based-on-20th-Century-Literature
The Scarecrow,1920,19 min.,"Edward F. Cline, Buster Keaton",Buster Keaton,Sybil Seely,Comedy
Detective Story,1951,103 min.,William Wyler,Kirk Douglas,Eleanor Parker,Based-on-Theatre
Where the Wild Things Are,2009,101 min.,Spike Jonze,Max Records,Catherine Keener,Adventure
Il posto,1961,93 min.,Ermanno Olmi,Loredana Detto,Sandro Panseri,Drama
Seeking a Friend for the End of the World,2012,94 min.,Lorene Scafaria,Keira Knightley,Steve Carell,Apocalyptic Film
The Cat o' Nine Tails,1971,112 min.,Dario Argento,Pier Paolo Capponi,James Franciscus,Foreign Language Film
Coffee and Cigarettes,2003,95 min.,Jim Jarmusch,Cate Blanchett,Bill Murray,Anthology Film
War of the Worlds,2005,116 min.,Steven Spielberg,Tom Cruise,Dakota Fanning,Action
Indiscreet,1958,100 min.,Stanley Donen,Cary Grant,Ingrid Bergman,Comedy
A Personal Journey with Martin Scorsese Through American Movies,1995,225 min.,Martin Scorsese,Martin Scorsese,Francis Ford Coppola,Documentary
Barbarella,1968,98 min.,Roger Vadim,Jane Fonda,John Phillip Law,Adventure Comedy
Seven Up!,1964,39 min.,Paul Almond,Derek Cooper,Wilfrid Thomas,Biography
Black Sunday,1977,143 min.,John Frankenheimer,Robert Shaw,Bruce Dern,Action Thriller
I'm Thinking of Ending Things,2020,134 min.,Charlie Kaufman,Jesse Plemons,Jessie Buckley,Based-on-21st-Century-Literature
The Blair Witch Project,1999,81 min.,"Daniel Myrick, Eduardo Sánchez",Heather Donahue,Joshua Leonard,Folk Horror
Father of the Bride,1991,105 min.,Charles Shyer,Steve Martin,Diane Keaton,Comedy
Bugsy Malone,1976,93 min.,Alan Parker,Scott Baio,Florrie Dugger,Comedy
The Last Duel,2021,142 min.,Ridley Scott,Matt Damon,Adam Driver,Based-on-21st-Century-Literature
Okja,2017,118 min.,Bong Joon Ho,Tilda Swinton,Jake Gyllenhaal,Action
Prime Cut,1972,88 min.,Michael Ritchie,Sissy Spacek,Gordon Signer,Crime Thriller
The Music Box,1932,29 min.,James Parrott,Stan Laurel,Oliver Hardy,Comedy
A Soldier's Story,1984,101 min.,Norman Jewison,Adolph Caesar,David Alan Grier,Courtroom Drama
The Heartbreak Kid,1972,106 min.,Elaine May,Charles Grodin,Cybill Shepherd,Comedy of Manners
"Tick, Tick... Boom!",2021,115 min.,Lin-Manuel Miranda,Andrew Garfield,Alexandra Shipp,Based-on-a-True-Story
"Merry Christmas, Mr. Lawrence",1983,124 min.,Nagisa Ôshima,Ryuichi Sakamoto,Jack Thompson,Drama
No Man's Land,2001,98 min.,Danis Tanovic,Branco Djuric,Rene Bitorajac,Anti-War Film
Mr. Arkadin,1955,93 min.,Orson Welles,Orson Welles,Michael Redgrave,Crime Thriller
Threads,1984,110 min.,Mick Jackson,Karen Meagher,Reece Dinsdale,Anti-War Film
Wyatt Earp,1994,191 min.,Lawrence Kasdan,Kevin Costner,Dennis Quaid,Based-on-a-True-Story
Millions,2004,98 min.,Danny Boyle,Alex Etel,Daisy Donovan,Adventure Comedy
The Panic in Needle Park,1971,110 min.,Jerry Schatzberg,Al Pacino,Kitty Winn,Addiction Drama
The Messenger,2009,113 min.,Oren Moverman,Woody Harrelson,Ben Foster,Drama
Family Plot,1976,121 min.,Alfred Hitchcock,Bruce Dern,Barbara Harris,Comedy Thriller
Across 110th Street,1972,102 min.,Barry Shear,Anthony Quinn,Yaphet Kotto,Blaxploitation
The Fabulous Baker Boys,1989,114 min.,Steve Kloves,Jeff Bridges,Beau Bridges,Drama
Constantine,2005,121 min.,Francis Lawrence,Keanu Reeves,Rachel Weisz,Action
Insidious,2010,102 min.,James Wan,Patrick Wilson,Rose Byrne,Ghost Film
At the Circus,1939,87 min.,Edward Buzzell,Harpo Marx,Florence Rice,Comedy
Magnificent Obsession,1954,108 min.,Douglas Sirk,Jane Wyman,Rock Hudson,Drama
La Collectionneuse,1967,89 min.,Eric Rohmer,Patrick Bauchau,Haydee Politoff,Comedy Drama
Lola Montès,1955,116 min.,Max Ophüls,Martine Carol,Peter Ustinov,Based-on-a-True-Story
Richard III,1955,161 min.,Laurence Olivier,Cedric Hardwicke,Nicholas Hannen,Based-on-Shakespeare
The Best of Youth,2003,366 min.,Marco Tullio Giordana,Luigi Lo Cascio,Alessio Boni,Drama
The Look of Silence,2014,99 min.,Joshua Oppenheimer,,,Biography
Cruel Intentions,1999,97 min.,Roger Kumble,Ryan Phillippe,Reese Witherspoon,Drama
Female Trouble,1974,97 min.,John Waters,Divine,David Lochary,Comedy
Suicide Kings,1997,106 min.,Peter O'Fallon,Christopher Walken,Jay Mohr,Comedy Drama
Rocknrolla,2008,114 min.,Guy Ritchie,Gerard Butler,Tom Wilkinson,Action Comedy
Gregory's Girl,1981,91 min.,Bill Forsyth,John Gordon Sinclair,Dee Hepburn,Comedy Drama
Wayne's World 2,1993,95 min.,Stephen Surjik,Dana Carvey,Tia Carrere,Absurd Comedy
Melvin and Howard,1980,95 min.,Jonathan Demme,Jason Robards,Paul Le Mat,Americana
Torn Curtain,1966,128 min.,Alfred Hitchcock,Paul Newman,Julie Andrews,Political Thriller
Sleepless in Seattle,1993,105 min.,Nora Ephron,Tom Hanks,Meg Ryan,Comedy Drama
The Alamo,1960,140 min.,John Wayne,John Wayne,Richard Widmark,Epic
Enchanted,2007,107 min.,Kevin Lima,Amy Adams,Patrick Dempsey,Comedy
The Matador,2005,96 min.,Richard Shepard,Pierce Brosnan,Greg Kinnear,Black Comedy
District B13,2004,81 min.,Pierre Morel,David Belle,Cyril Raffaelli,Action
A Most Violent Year,2014,120 min.,J.C. Chandor,Oscar Isaac,Jessica Chastain,Crime Drama
Cocoon,1985,117 min.,Ron Howard,Wilford Brimley,Hume Cronyn,Science Fiction
The Haunted House,1921,21 min.,"Edward F. Cline, Buster Keaton",Joe Roberts,Edward F. Cline,Comedy
The Killers,1964,93 min.,Don Siegel,Lee Marvin,Angie Dickinson,Based-on-20th-Century-Literature
Avatar: The Way of Water,2022,190 min.,James Cameron,Sam Worthington,Zoe Saldana,Action
The Loneliness of the Long Distance Runner,1962,104 min.,Tony Richardson,Michael Redgrave,Tom Courtenay,British New Wave
Kansas City Confidential,1952,99 min.,Phil Karlson,John Payne,Preston Foster,Caper
Sherlock: The Reichenbach Fall,2012,90 min.,Toby Haynes,Benedict Cumberbatch,Martin Freeman,Based-on-19th-Century-Literature
The Incredible Hulk,2008,112 min.,Louis Leterrier,Liv Tyler,William Hurt,Action
School Ties,1992,106 min.,Robert Mandel,Brendan Fraser,Matt Damon,Coming-of-Age
Never Cry Wolf,1983,105 min.,Carroll Ballard,Charles Martin Smith,Samson Jorah,Adventure Drama
American Fiction,2023,117 min.,Cord Jefferson,Jeffrey Wright,Tracee Ellis Ross,Based-on-21st-Century-Literature
Red,2010,111 min.,Robert Schwentke,Bruce Willis,Mary-Louise Parker,Action
The Eagle Has Landed,1976,145 min.,John Sturges,Michael Caine,Donald Sutherland,Adventure
Seems Like Old Times,1980,100 min.,Jay Sandrich,Goldie Hawn,Robert Guillaume,Comedy
Aftersun,2022,101 min.,Charlotte Wells,Paul Mescal,Francesca Corio,Coming-of-Age
Underworld,1927,80 min.,Josef von Sternberg,George Bancroft,Evelyn Brent,Crime Drama
Roadgames,1981,101 min.,Richard Franklin,Grant Page,Thaddeus Smith,Australian New Wave
Ben-Hur: A Tale of the Christ,1925,143 min.,Fred Niblo,Ramon Novarro,Francis X. Bushman,Based-on-19th-Century-Literature
Before Night Falls,2000,133 min.,Julian Schnabel,Javier Bardem,Olivier Martinez,Based-on-20th-Century-Literature
Blade II,2002,117 min.,Guillermo del Toro,Wesley Snipes,Kris Kristofferson,Action Thriller
Blackboard Jungle,1955,101 min.,Richard Brooks,Glenn Ford,Anne Francis,Based-on-20th-Century-Literature
Godzilla Resurgence,2016,135 min.,"Hideaki Anno, Shinji Higuchi",Hiroki Hasegawa,Satomi Ishihara,Action
Ray,2004,178 min.,Taylor Hackford,Kerry Washington,Clifton Powell,Based-on-a-True-Story
Popstar: Never Stop Never Stopping,2016,86 min.,"Akiva Schaffer, Jorma Taccone",Andy Samberg,Jorma Taccone,Comedy
A Tale of Two Cities,1935,121 min.,Jack Conway,Ronald Colman,Elizabeth Allen,Adventure
Wanted,2008,110 min.,Timur Bekmambetov,Angelina Jolie,Terence Stamp,Action Thriller
No Way Out,1950,106 min.,Joseph L. Mankiewicz,Sidney Poitier,Ruby Dee,Crime Drama
Killer's Kiss,1955,67 min.,Stanley Kubrick,Frank Silvera,Phil Stevenson,Crime Thriller
Underworld,2003,133 min.,Len Wiseman,Kate Beckinsale,Scott Speedman,Action
Battle of Britain,1969,133 min.,Guy Hamilton,Trevor Howard,Curd Jürgens,Epic
Suspiria,2018,152 min.,Luca Guadagnino,Dakota Johnson,Tilda Swinton,Drama
When a Woman Ascends the Stairs,1960,111 min.,Mikio Naruse,Daisuke Katô,Tatsuya Nakadai,Drama
The Prime of Miss Jean Brodie,1969,116 min.,Ronald Neame,Maggie Smith,Robert Stephens,Based-on-20th-Century-Literature
My Beautiful Laundrette,1985,97 min.,Stephen Frears,Saeed Jaffrey,Roshan Seth,Comedy Drama
The Tall T,1957,78 min.,Budd Boetticher,Randolph Scott,Richard Boone,Based-on-20th-Century-Literature
The Waterboy,1998,90 min.,Frank Coraci,Adam Sandler,Kathy Bates,Comedy
Ghost in the Shell 2: Innocence,2004,100 min.,Mamoru Oshii,Akio Ôtsuka,Yutaka Nakano,Action
The Wild Child,1970,83 min.,François Truffaut,Jean-Pierre Cargol,François Truffaut,Based-on-a-True-Story
The Lord of the Rings,1978,132 min.,Ralph Bakshi,Christopher Guard,William Squire,Adventure
Rust and Bone,2012,115 min.,Jacques Audiard,Marion Cotillard,Matthias Schoenaerts,Based-on-21st-Century-Literature
Grumpy Old Men,1993,103 min.,Donald Petrie,Jack Lemmon,Walter Matthau,Buddy Film
28 Up,1985,136 min.,Michael Apted,Bruce Balden,Jacqueline Bassett,Biography
Some Came Running,1958,137 min.,Vincente Minnelli,Frank Sinatra,Arthur Kennedy,Americana
Elite Squad 2,2010,115 min.,José Padilha,Wagner Moura,Iradhir Santos,Action
Johnny Dangerously,1984,90 min.,Amy Heckerling,Michael Keaton,Joe Piscopo,Comedy
Lone Wolf and Cub: Baby Cart in Peril,1972,81 min.,Buichi Saito,Tomisaburo Wakayama,Akihiro Tomikawa,Action
Bad Boys,1983,123 min.,Rick Rosenthal,Sean Penn,Reni Santoni,Crime Drama
The Post,2017,115 min.,Steven Spielberg,Meryl Streep,Tom Hanks,Based-on-a-True-Story
