Title,Release Year,Duration,Director,Actor 1,Actor 2,Genre
The Canterville Ghost,1987,95 min.,Paul Bogart,John Gielgud,Alyssa Milano,Comedy
The Love God?,1969,101 min.,Nat Hiken,Don Knotts,Anne Francis,Comedy
Mickey's Polo Team,1936,8 min.,David Hand,Walt Disney,Clarence Nash,Animation
Californy er Bust,1945,8 min.,Jack Kinney,,,Animation
The Old Man and the Sea,1999,20 min.,Aleksandr Petrov,Gordon Pinsent,Kevin Duhaney,Adventure Drama
Satan's Brew,1976,112 min.,Rainer Werner Fassbinder,Kurt Raab,Margit Carstensen,Black Comedy
Winning,1969,123 min.,James Goldstone,Paul Newman,Joanne Woodward,Drama
Ex Drummer,2007,101 min.,Koen Mortier,François Beukelaers,Dries Van Hegen,Black Comedy
Def by Temptation,1990,95 min.,James Bond III,James Bond III,Kadeem Hardison,Horror
Maniac Cop 3: Badge of Silence,1993,85 min.,"William Lustig, Joel Soisson",Robert Davi,Robert Z'Dar,Action
Female Demon Ohyaku,1968,90 min.,Yoshihiro Ishikawa,Junko Miyazono,Tomisaburo Wakayama,Action
I Never Promised You a Rose Garden,1977,96 min.,Anthony Page,Bibi Andersson,Kathleen Quinlan,Drama
That's My Boy,2012,114 min.,Sean Anders,Adam Sandler,Andy Samberg,Comedy
Snowed Under,1936,63 min.,Ray Enright,George Brent,Genevieve Tobin,Comedy
Love Nest,1951,84 min.,Joseph M. Newman,June Haver,William Lundigan,Comedy Drama
Kissin' Cousins,1964,96 min.,Gene Nelson,Elvis Presley,Arthur O'Connell,Comedy
The Resurrection of Jake The Snake Roberts,2015,93 min.,Steve Yu,Dallas Page,Aurelian Smith,Biography
Why We Fight: Divide and Conquer,1943,56 min.,Frank Capra,,,Documentary
The Naked Street,1955,84 min.,Maxwell Shane,Farley Granger,Anthony Quinn,Crime Drama
Meet John Doughboy,1941,7 min.,Robert Clampett,,,Animation
It's in the Bag!,1945,87 min.,Richard Wallace,Fred Allen,Jack Benny,Comedy
Goodbye Again,1961,120 min.,Anatole Litvak,Ingrid Bergman,Yves Montrand,Drama
Campfire Tales,1997,88 min.,Matt Cooper,James Marsden,Amy Smart,Anthology Film
The Burning Crucible,1923,120 min.,Ivan Mozzhukhin,Ivan Mozzhukhin,Nathalie Lissenko,Drama
Don't Play With Fire,1980,95 min.,Hark Tsui,Lieh Lo,Chen Chi Lin,Crime Thriller
Urgh! A Music War,1981,124 min.,Derek Burbidge,The Police,Dead Kennedys,Concert Film
Rendezvous,1935,94 min.,"William K. Howard, Sam Wood",William Powell,Rosalind Russell,Action
Kiss Them for Me,1957,105 min.,Stanley Donen,Cary Grant,Leif Erickson,Comedy Drama
Summer Storm,2004,98 min.,Marco Kreuzpaintner,Robert Stadlober,Kostja Ullmann,Comedy Drama
Money for Nothing,1993,100 min.,Ramón Menéndez,John Cusack,Debi Mazar,Comedy
Medea,1988,75 min.,Lars von Trier,Kirsten Oleson,Udo Kier,Drama
Bright Leaf,1950,110 min.,Michael Curtiz,Gary Cooper,Lauren Bacall,Drama
Rio Rita,1929,140 min.,Luther Reed,Bebe Daniels,John Boles,Comedy
High Wall,1947,99 min.,Curtis Bernhardt,Robert Taylor,Audrey Totter,Based-on-Theatre
Door to Door,2002,90 min.,Steven Schachter,William H. Macy,Kyra Sedgwick,Americana
Pufnstuf,1970,98 min.,Hollingsworth Morse,Jack Wild,Billie Hayes,Family
Laughing Sinners,1931,72 min.,Harry Beaumont,Joan Crawford,Neil Hamilton,Based-on-Theatre
The Shooting of Dan McGoo,1945,8 min.,Tex Avery,,,Animation
Happy Christmas,2014,79 min.,Joe Swanberg,Anna Kendrick,Melanie Lynskey,Comedy Drama
Leave 'Em Laughing,1928,21 min.,Clyde Bruckman,Stan Laurel,Oliver Hardy,Comedy
Cass Timberlane,1947,119 min.,George Sidney,Spencer Tracy,Lana Turner,Drama
Arctic Antics,1930,7 min.,Ub Iwerks,,,Animation
The Public Eye,1992,99 min.,Howard Franklin,Barbara Hershey,Stanley Tucci,Crime Drama
Vibes,1988,99 min.,Ken Kwapis,Cyndi Lauper,Jeff Goldblum,Adventure Comedy
The Dirt Gang,1972,89 min.,Jerry Jameson,Ben Archibek,William Benedict,Action
Make Way for a Lady,1936,65 min.,David Burton,Herbert Marshall,Anne Shirley,Comedy
Laughing Gas,1907,9 min.,Edwin S. Porter,Bertha Regustus,Edward Boulden,Comedy of Errors
Wuthering Heights,1954,91 min.,Luis Buñuel,Irasema Dilián,Jorge Mistral,Based-on-19th-Century-Literature
Wags to Riches,1949,7 min.,Tex Avery,,,Animation
The Man Between,1953,100 min.,Carol Reed,James Mason,Claire Bloom,Spy Film
That's Life!,1986,102 min.,Blake Edwards,Jack Lemmon,Julie Andrews,Comedy Drama
Replicant,2001,101 min.,Ringo Lam,Jean-Claude Van Damme,Michael Rooker,Action
Brain of Blood,1971,87 min.,Al Adamson,Grant Williams,Kent Taylor,Body Horror
Greedy Humpty Dumpty,1936,7 min.,Dave Fleischer,,,Animation
"The Cynic, the Rat & the Fist",1977,100 min.,Umberto Lenzi,Maurizio Merli,John Saxon,Crime
Blondie Johnson,1933,67 min.,Ray Enright,Joan Blondell,Chester Morris,Crime
Houseguest,1995,113 min.,Randall Miller,Phil Hartman,Jeffrey Jones,Comedy
Eyes of Texas,1948,70 min.,William Witney,Andy Devine,Lynne Roberts,Musical
Bill Cosby: 49,1987,67 min.,Camille O. Cosby & David Lewis,Bill Cosby,,Comedy
Musical Mountaineers,1939,6 min.,Dave Fleischer,,,Animation
Cock o' the Walk,1935,8 min.,Ben Sharpsteen,,,Animation
The Rage of Paris,1938,78 min.,Henry Koster,Danielle Darrieux,Douglas Fairbanks Jr.,Comedy
Three of Hearts,1993,102 min.,Yurek Bogayevicz,Gail Strickland,Joe Pantoliano,Comedy Drama
The Affairs of Annabel,1938,68 min.,Benjamin Stoloff,Jack Oakie,Lucille Ball,Comedy
Oceans,2009,104 min.,"Jacques Perrin, Jacques Cluzaud",Pierce Brosnan,Lancelot Perrin,Documentary
Lovely Molly,2011,95 min.,Eduardo Sánchez,Johnny Lewis,Alexandra Holden,Addiction Drama
Three Guys Named Mike,1951,90 min.,Charles Walters,Jane Wyman,Van Johnson,Comedy
The Thief,1952,85 min.,Russell Rouse,Ray Milland,Martin Gabel,Crime Thriller
Apache Drums,1951,75 min.,Hugo Fregonese,Stephen McNally,Coleen Gray,Western
Lancement d'un navire,1896,1 min.,Louis Lumière,,,Documentary
Shree 420,1955,168 min.,Raj Kapoor,Nargis,Nadira,Bollywood
The FP,2011,83 min.,"Brandon Trost, Jason Trost",Jason Trost,Lee Valmassy,Comedy
Gonin,1995,109 min.,Takashi Ishii,Kôichi Satô,Masahiro Motoki,Crime
Living on Velvet,1935,75 min.,Frank Borzage,Kay Francis,George Brent,Drama
Dead Space: Aftermath,2011,90 min.,Mike Disa,Christopher Judge,Peter Woodward,Animation
Dylan Dog: Dead of Night,2010,90 min.,Kevin Munroe,Brandon Routh,Peter Stormare,Based-on-Comics
Rendezvous,1976,9 min.,Claude Lelouch,Claude Lelouch,,Action
The Wheelchair,1960,85 min.,Marco Ferreri,José Isbert,Pedro Porcel,Black Comedy
An Unfinished Piece for the Player Piano,1977,103 min.,Nikita Mikhalkov,Aleksandr Kalyagin,Yelena Solovey,Drama
Ruslan and Ludmila,1972,150 min.,Aleksandr Ptushko,Valeri Kozinets,Natalya Petrova,Adventure
But the Flesh Is Weak,1932,77 min.,Jack Conway,Robert Montgomery,Nora Gregor,Based-on-Theatre
Beggar on Horseback,1925,70 min.,James Cruze,Edward Everett Horton,Esther Ralston,Based-on-Theatre
Cocaine Bear,2023,95 min.,Elizabeth Banks,Keri Russell,O'Shea Jackson Jr.,Action Comedy
Let's You and Him Fight,1934,6 min.,Dave Fleischer,,,Animation
What Price Porky,1938,7 min.,Robert Clampett,Mel Blanc,,Animation
Hard to Handle,1933,78 min.,Mervyn LeRoy,James Cagney,Mary Brian,Comedy
Go West,1923,12 min.,Len Powers,,,Animal Picture
Cheech & Chong's The Corsican Brothers,1984,82 min.,Tommy Chong,Tommy Chong,Edie McClurg,Adventure
Looking for Comedy in the Muslim World,2006,98 min.,Albert Brooks,Jon Tenney,Surinder Arora,Comedy
Ladybird Ladybird,1994,101 min.,Ken Loach,Crissy Rock,Vladimir Vega,Drama
Somewhere in Sonora,1933,59 min.,Mack V. Wright,John Wayne,Duke,Traditional Western
Please Murder Me!,1956,78 min.,Peter Godfrey,Angela Lansbury,Raymond Burr,Crime Drama
Bassin des Tuileries,1896,1 min.,"Auguste Lumière, Louis Lumière",,,Actuality Film
The Mystery of Mr. Wong,1939,68 min.,William Nigh,Boris Karloff,Grant Withers,Detective Film
All the Mornings of the World,1991,115 min.,Alain Corneau,Jean-Pierre Marielle,Gérard Depardieu,Based-on-a-True-Story
Young Bess,1953,112 min.,George Sidney,Jean Simmons,Stewart Granger,Based-on-a-True-Story
A Date With Judy,1948,113 min.,Richard Thorpe,Wallace Beery,Jane Powell,Comedy
The World Moves On,1934,104 min.,John Ford,Madeleine Carroll,Franchot Tone,Drama
Cry Terror!,1958,96 min.,Andrew L. Stone,James Mason,Inger Stevens,Crime Thriller
The Bum Bandit,1931,6 min.,Dave Fleischer,,,Animation
Borderline,1950,88 min.,William A. Seiter,Fred MacMurray,Claire Trevor,Crime Thriller
Daisy Miller,1974,91 min.,Peter Bogdanovich,Cybill Shepherd,Barry Brown,Based-on-19th-Century-Literature
The Muppets Celebrate Jim Henson,1990,47 min.,Don Mischer,Jim Henson,Frank Oz,Documentary
Man Friday,1975,115 min.,Jack Gold,Peter O'Toole,Richard Roundtree,Adventure Drama
I Found Stella Parish,1935,85 min.,Mervyn LeRoy,Kay Francis,Ian Hunter,Drama
Anything Goes,1936,92 min.,Lewis Milestone,Bing Crosby,Ethel Merman,Based-on-Theatre
The Blizzard,1923,101 min.,Mauritz Stiller,Einar Hanson,Mary Johnson,Drama
Pee-Wee's Big Holiday,2016,89 min.,John Lee,Paul Reubens,Stephanie Beatriz,Adventure Comedy
The Crossing,2000,89 min.,Robert Harmon,Jeff Daniels,Roger Rees,Combat Films
Final Exam,1981,89 min.,Jimmy Huston,Cecile Bagdadi,Ralph Brown,Horror
Orphans,1987,115 min.,Alan J. Pakula,Matthew Modine,Kevin Anderson,Based-on-Theatre
Cold Creek Manor,2003,118 min.,Mike Figgis,Dennis Quaid,Sharon Stone,Psychological Thriller
The Twin Pawns,1919,71 min.,Léonce Perret,Mae Murray,Warner Oland,Based-on-Theatre
The Vampire,1957,95 min.,Fernando Méndez,Abel Salazar,Ariadna Welter,Foreign Language Film
Monkeybone,2001,93 min.,Henry Selick,Brendan Fraser,Bridget Fonda,Animation
Beep Prepared,1961,6 min.,"Chuck Jones, Maurice Noble",Paul Julian,,Animation
Black Oxfords,1924,15 min.,Del Lord,Sidney Smith,,Comedy
Starting Out in the Evening,2007,111 min.,Andrew Wagner,Anitha Gandhi,Jessica Hecht,Drama
Magnificent Obsession,1935,112 min.,John M. Stahl,Irene Dunne,Robert Taylor,Drama
Down in the Delta,1998,112 min.,Maya Angelou,"Al Freeman, Jr.",Mary Alice,Americana
Gloria,1999,108 min.,Sidney Lumet,Sharon Stone,Jean-Luke Figueroa,Drama
Let Me Dream Again,1900,1 min.,George Albert Smith,,,Short Film
A Life of Her Own,1950,108 min.,George Cukor,Lana Turner,Ray Milland,Drama
Days of Wine and Roses,1958,90 min.,John Frankenheimer,Cliff Robertson,Piper Laurie,Addiction Drama
"No, No, Nanette",1930,98 min.,Clarence G. Badger,Bernice Claire,Alexander Gray,Comedy
I Met Him in Paris,1937,86 min.,Wesley Ruggles,Claudette Colbert,Melvyn Douglas,Comedy
Lawyer Man,1932,72 min.,William Dieterle,William Powell,Joan Blondell,Crime Drama
The Candid Candidate,1937,6 min.,Dave Fleischer,,,Animation
The Black Windmill,1974,106 min.,Don Siegel,Michael Caine,Donald Pleasence,Psychological Thriller
"Tit for Tat; or, a Good Joke on My Head",1904,2 min.,Georges Méliès,Georges Melies,,Short Film
Black Emanuelle 2,1976,91 min.,Bitto Albertini,Angelo Infanti,Shulamith Lasri,Drama
Guinea Pig: Devil's Experiment,1985,43 min.,Satoru Ogura,,,Exploitation Film
The Jester's Tale,1964,82 min.,Karel Zeman,Petr Kostka,Emília Vásáryová,Comedy
Miss Sadie Thompson,1953,91 min.,Curtis Bernhardt,Rita Hayworth,José Ferrer,Drama
Stranded,1935,72 min.,Frank Borzage,Kay Francis,George Brent,Drama
Gonzales' Tamales,1957,6 min.,Friz Freleng,,,Animation
Puppy Love,1933,8 min.,Wilfred Jackson,Walt Disney,Marcellite Garner,Animation
The Other Side of Heaven,2001,113 min.,Mitch Davis,Joe Folau,Miriama Smith,Adventure
Nothing Is Private,2007,124 min.,Alan Ball,Aaron Eckhart,Chris Messina,Coming-of-Age
"Home, Sweet Homicide",1946,90 min.,Lloyd Bacon,Peggy Ann Garner,Connie Marshall,Adventure
Melody,1971,103 min.,Waris Hussein,Roy Kinnear,Mark Lester,Drama
Hostile Witness,1968,101 min.,Ray Milland,Felix Aylmer,Ray Milland,Based-on-Theatre
The Soldier,1982,96 min.,James Glickenhaus,Ken Wahl,Alberta Watson,Action Thriller
Side Streets,1934,63 min.,Alfred E. Green,Aline MacMahon,Paul Kelly,Drama
Tomcats,2001,95 min.,Gregory Poirier,Jerry O'Connell,Shannon Elizabeth,Comedy
Submarine,1928,93 min.,Frank Capra,Jack Holt,Dorothy Revier,Action
The Big Stampede,1932,54 min.,Tenny Wright,John Wayne,Noah Beery,Action
Downtown,1990,96 min.,Richard Benjamin,Forest Whitaker,Penelope Ann Miller,Thriller
Perrier's Bounty,2009,88 min.,Ian Fitzgibbon,Jim Broadbent,Jodie Whittaker,Comedy
Cardcaptor Sakura: The Sealed Card,2000,86 min.,Morio Asaka,Sakura Tange,Motoko Kumai,Adventure
Beyond the Pecos,1945,58 min.,Lambert Hillyer,Rod Cameron,Eddie Dew,Action
The Way of the Strong,1928,61 min.,Frank Capra,Mitchell Lewis,Alice Day,Crime
Ruby Gentry,1952,122 min.,King Vidor,Jennifer Jones,Charlton Heston,Drama
Heavenly Daze,1948,16 min.,Jules White,Moe Howard,Larry Fine,Absurd Comedy
Millions Like Us,1943,103 min.,"Sidney Gilliat, Frank Launder",Patricia Roc,Gordon Jackson,Drama
Billy Rose's Jumbo,1962,127 min.,Charles Walters,Doris Day,Stephen Boyd,Comedy
Faithless,1932,77 min.,Harry Beaumont,Tallulah Bankhead,Robert Montgomery,Drama
Baby Puss,1943,8 min.,"Joseph Barbera, William Hanna",Sara Berner,Billy Bletcher,Animal Picture
Carry On Jack,1963,91 min.,Gerald Thomas,Bernard Cribbins,Kenneth Williams,Adventure
Strike!,1998,97 min.,Sarah Kernochan,Kirsten Dunst,Gaby Hoffmann,Comedy Drama
The Bears and Bees,1932,6 min.,Wilfred Jackson,,,Animation
Father's Day Off,1953,7 min.,Jack Kinney,,,Animation
The House on 56th Street,1933,68 min.,Robert Florey,Kay Francis,Ricardo Cortez,Crime
Life with Mikey,1993,91 min.,James Lapine,Michael J. Fox,Nathan Lane,Comedy
Green Snake,1993,99 min.,Hark Tsui,Maggie Cheung,Joey Wang,Adventure
Once Upon a Forest,1993,71 min.,Charles Grosvenor,Ben Vereen,Elisabeth Moss,Adventure
An Alligator Named Daisy,1955,88 min.,J. Lee Thompson,Donald Sinden,Jeannie Carson,Animal Picture
The Plastics Inventor,1944,7 min.,Jack King,,,Animation
Roald Dahl's Matilda the Musical,2022,117 min.,Matthew Warchus,Alisha Weir,Lashana Lynch,Based-on-20th-Century-Literature
Let's Do It Again,1975,110 min.,Sidney Poitier,Sidney Poitier,Bill Cosby,Comedy
Little Miss Marker,1980,103 min.,Walter Bernstein,Walter Matthau,Julie Andrews,Childhood Drama
The Affairs of Cellini,1934,80 min.,Gregory La Cava,Fredric March,Constance Bennett,Adventure
The Velvet Underground and Nico,1966,70 min.,Andy Warhol,Lou Reed,John Cale,Avant-garde / Experimental
"Hey, Hey, It's the Monkees",1997,60 min.,Micheal Nesmith,Davy Jones,Michael Nesmith,Absurd Comedy
I Declare War,2012,94 min.,"Jason Lapeyre, Robert Wilson",Siam Yu,Gage Munroe,Action
Negro Street Dancers,1896,1 min.,Charles Moisson,,,Dance Film
24: Redemption,2008,102 min.,Jon Cassar,Kiefer Sutherland,Cherry Jones,Action Thriller
The Two Faces of January,2014,96 min.,Hossein Amini,Viggo Mortensen,Kirsten Dunst,Based-on-20th-Century-Literature
The Wayward Canary,1932,7 min.,Burt Gillett,,,Animation
Wet Paint,1946,7 min.,Jack King,,,Animation
Great Day in the Morning,1956,92 min.,Jacques Tourneur,Virginia Mayo,Robert Stack,Action
The Dead Pit,1989,95 min.,Brett Leonard,Jeremy Slate,Cheryl Lawson,Horror
Seven Shawls of Yellow Silk,1977,90 min.,Sergio Pastore,Anthony Steffen,Sylva Koscina,Giallo
Patton Oswalt: Finest Hour,2011,59 min.,Jason Woliner,Patton Oswalt,,Comedy
Axe,1977,68 min.,Frederick R. Friedel,Leslie Lee,Jack Canon,Exploitation Film
Man Wanted,1932,62 min.,William Dieterle,Kay Francis,David Manners,Comedy
The Bomb Idea,1920,7 min.,"Walt Hoban, Vernon Stallings",,,Animation
Let's Make It Legal,1951,77 min.,Richard Sale,MacDonald Carey,Zachary Scott,Comedy
American Ninja 2: The Confrontation,1987,90 min.,Sam Firstenberg,Michael Dudikoff,Steve James,Action
A Shaun the Sheep Movie: Farmageddon,2019,86 min.,"Will Becher, Richard Phelan",Justin Fletcher,John Sparkes,Adventure Comedy
The Legend is Born: Ip Man,2010,100 min.,Herman Yau,Ip Chun,Hung Chun-nam,Action
The Brain,1969,115 min.,Gérard Oury,Jean-Paul Belmondo,Bourvil,Caper
So Young So Bad,1950,91 min.,Bernard Vorhaus,Paul Henreid,Catherine McLeod,Drama
The Social Dilemma,2020,94 min.,Jeff Orlowski,Vincent Kartheiser,Skyler Gisondo,Culture and Society
Lady Be Good,1941,112 min.,Norman Z. McLeod,Eleanor Powell,Ann Sothern,Drama
Gumby: The Movie,1995,88 min.,Art Clokey,Art Clokey,Gloria Clokey,Adventure
Artist and the Dummy,1900,1 min.,Georges Méliès,,,Short Film
The Great Flamarion,1945,78 min.,Anthony Mann,Erich Von Stroheim,Mary Beth Hughes,Crime Drama
Micki + Maude,1984,118 min.,Blake Edwards,George Gaynes,John Pleshette,Comedy Drama
Home for the Holidays,1972,73 min.,John Llewellyn Moxey,Jessica Walter,Sally Field,Holiday Film
Queen Bee,1955,95 min.,Ranald MacDougall,Joan Crawford,Barry Sullivan,Drama
3 Ring Circus,1954,103 min.,Joseph Pevney,Dean Martin,Jerry Lewis,Comedy
"Buona Sera, Mrs. Campbell",1968,108 min.,Melvin Frank,Shelley Winters,Telly Savalas,Comedy
Bulldog Drummond Escapes,1937,67 min.,James P. Hogan,Ray Milland,Guy Standing,Action
No Dough Boys,1944,17 min.,Jules White,Moe Howard,Larry Fine,Comedy
The Deliberate Stranger,1986,185 min.,Marvin J. Chomsky,M. Emmet Walsh,George Grizzard,Based-on-a-True-Story
Ju-on: The Curse 2,2000,76 min.,Takashi Shimizu,Takako Fuji,Makoto Ashikawa,Foreign Language Film
"Sanshiro Sugata, Part Two",1945,83 min.,Akira Kurosawa,Susumu Fujita,Denjirô Ôkôchi,Action
The Wild Chase,1965,6 min.,"Friz Freleng, Hawley Pratt",,,Animation
The Shocking Miss Pilgrim,1947,85 min.,George Seaton,Betty Grable,Dick Haymes,Comedy
The Wall,2017,81 min.,Doug Liman,Aaron Taylor-Johnson,John Cena,Thriller
Lizzies of the Field,1924,16 min.,Del Lord,Billy Bevan,,Comedy
Captive Women,1952,64 min.,Stuart Gilmore,Robert Clarke,Margaret Field,Disaster Film
7 Grandmasters,1980,90 min.,Joseph Kuo,Yi-min Li,Jack Long,Action
It's a Boy Girl Thing,2006,95 min.,Nick Hurran,Samaire Armstrong,Kevin Zegers,Comedy
The Ceremony,1971,123 min.,Nagisa Ôshima,Kenzô Kawarasaki,Atsuko Kaku,Black Comedy
Days of Jesse James,1939,63 min.,Joseph Kane,Roy Rogers,"George ""Gabby"" Hayes",Romance
The Color of Friendship,2000,87 min.,Kevin Hooks,Shadia Simmons,Lindsey Haun,Docudrama
Kobelkoff,1900,2 min.,Unknown,Nicolai Kobelkoff,,Documentary
The Sea Hawk,1924,123 min.,Frank Lloyd,Milton Sills,Enid Bennett,Adventure Drama
A Rainy Knight,1925,15 min.,Lloyd Bacon,,,Comedy
Sanctum,2011,109 min.,Alister Grierson,Richard Roxburgh,Ioan Gruffudd,Action Thriller
Hit Man,1972,90 min.,George Armitage,Bernie Casey,Pam Grier,Based-on-20th-Century-Literature
Christmas Eve,1913,37 min.,Wladyslaw Starewicz,Ivan Mozzhukhin,Olga Obolenskaya,Based-on-19th-Century-Literature
Bringing Down the House,2003,105 min.,Adam Shankman,Steve Martin,Queen Latifah,Comedy of Errors
Knights of Badassdom,2013,86 min.,Joe Lynch,Peter Dinklage,Summer Glau,Comedy
Pooh's Heffalump Movie,2005,68 min.,Frank Nissen,Jim Cummings,Ken Sansom,Family
Ice Princess,2005,98 min.,Tim Fywell,Michelle Trachtenberg,Trevor Blumas,Comedy Drama
Frankenstein Meets the Spacemonster,1965,79 min.,Robert Gaffney,James Karen,Lou Cutell,Alien Invasion Films
"No Survivors, Please",1964,93 min.,"Hans Albin, Peter Berneis",Maria Perschy,Robert Cunningham,Alien Invasion Films
Quackser Fortune Has a Cousin in the Bronx,1970,90 min.,Waris Hussein,Gene Wilder,Margot Kidder,Comedy Drama
Egyptian Melodies,1931,6 min.,Wilfred Jackson,,,Animation
Jammin' the Blues,1944,10 min.,Gjon Mili,Lester Young,George 'Red' Callender,Music
Monster from a Prehistoric Planet,1967,90 min.,Haruyasu Noguchi,Tamio Kawaji,Yôko Yamamoto,Action
Rock 'n' Roll Nightmare,1987,83 min.,John Fasano,Jon Mikl Thor,Jillian Peri,Canuxploitation
Mickey's Kangaroo,1935,9 min.,David Hand,,,Animation
Rhinoceros,1974,104 min.,Tom O'Horgan,Zero Mostel,Gene Wilder,Based-on-Theatre
The Breed,2006,87 min.,Nicholas Mastandrea,Oliver Hudson,Taryn Manning,Horror
The Earth Dies Screaming,1964,62 min.,Terence Fisher,Willard Parker,Virginia Field,Alien Invasion Films
The Wonderful Lies of Nina Petrovna,1929,80 min.,Hanns Schwarz,Brigitte Helm,Francis Lederer,Drama
Stamboul Quest,1934,86 min.,Sam Wood,Myrna Loy,George Brent,Action Thriller
The Dream Lady,1918,54 min.,Elsie Jane Wilson,Carmel Myers,Thomas Holding,Based-on-20th-Century-Literature
Fathers Are People,1951,7 min.,Jack Kinney,,,Animation
Follow That Camel,1967,95 min.,Gerald Thomas,Phil Silvers,Kenneth Williams,Adventure
Gretel & Hansel,2020,87 min.,Oz Perkins,Sophia Lillis,Alice Krige,Based-on-19th-Century-Literature
Murder Over New York,1940,65 min.,Harry Lachman,Sidney Toler,Marjorie Weaver,Crime
Office Christmas Party,2016,105 min.,"Josh Gordon, Will Speck",Jason Bateman,Olivia Munn,Absurd Comedy
Exodus: Gods and Kings,2014,142 min.,Ridley Scott,Christian Bale,Joel Edgerton,Drama
High Note,1960,6 min.,Chuck Jones,,,Animation
